海尔HG-V76, Haier HG-V76  ,830
朵唯向日葵S668, DOOV S668 ,830
萨际通F800,  F800 ,830
华为U5900, HUAWEI U5900 ,830
天语S988,k-touch  S988 ,850
波导K298, BiRD K298 ,850
伟恩F822, VIM F822 ,850
德赛M553, DESAY M553 ,850
阿尔卡特OT-807, ALCATEL OT-807 ,850
埃立特EIT8602, Elitek EIT8602 ,850
BFB B5700,  B5700 ,850
OPPO A115K,oppo  A115K ,850
奥克斯M909, AUX M909 ,850
天语S880,k-touch  S880 ,850
天语S860,k-touch  S860 ,850
华讯E189C, Huaxun E189C ,850
阿尔卡特OT-E800, ALCATEL OT-E800 ,850
宝捷讯YK8501, Basicom YK8501  ,850
普莱达D2818, PULID D2818 ,850
信实2600, sins 2600 ,850
阿尔卡特OT-800无双, ALCATEL OT-800 ,850
新邮通N268,  N268 ,850
OPPO A115,oppo  A115 ,850
阿尔卡特OT-710D, ALCATEL OT-710D ,850
阿尔卡特OT-888, ALCATEL OT-888 ,850
创维T806, SKYWORTH T806 ,850
普莱达D156, PULID D156 ,850
万利达MT719, Malata MT719 ,850
阿尔卡特OT-355, ALCATEL OT-355 ,850
港利通S6020, Kong-Profit S6020 ,850
阿尔卡特OT-807D, ALCATEL OT-807D ,850
海尔HG-M301, Haier HG-M301 ,850
普莱达D202, PULID D202 ,850
七喜W579, HEDY W579 ,850
知己Z6298, Jugate Z6298 ,850
阿尔卡特OT-710, ALCATEL OT-710 ,850
TCL I880, TCL I880 ,850
港利通S8900, Kong-Profit S8900 ,850
波导K318, BiRD K318 ,850
TCL I802, TCL I802 ,850
高新奇M12, GXQ M12 ,850
齐乐9200, CHERR 9200 ,850
港利通KC510, Kong-Profit KC510 ,850
齐乐7680, CHERR 7680 ,850
信实2600(CMMB版), sins 2600(CMMB)  ,850
爱摩登E600, IMDEN E600 ,850
爱国者 A68, aigo A68 ,850
埃立特X8601, Elitek X8601 ,850
阿尔卡特 OT-807A, ALCATEL OT-807A ,850
纽曼M2,newsmy  M2 ,850
创维K808, SKYWORTH K808 ,850
天语A7718,k-touch  A7718 ,850
亿和源L998, yiheyuan L998 ,850
康佳 7500, KONKA 7500 ,850
高新奇M8, GXQ M8 ,850
天语S986,k-touch  S986 ,850
爱国者A68, aigo A68 ,850
阿尔卡特OT-536, ALCATEL OT-536 ,850
步步高i509,BBK  i509 ,860
山寨手机国产5310,5310,860
诺基亚7230, NOKIA 7230 ,860
联想P680, Lenovo P680 ,860
诺基亚2690, NOKIA 2690 ,860
诺基亚2020, NOKIA 2020 ,860
诺基亚N2220s, NOKIA N2220s ,860
诺亚信6700, NOAIN  6700 ,860
天几U9388, tejea U9388 ,860
诺基亚C2-05, NOKIA C2-05 ,860
诺基亚X2-00, NOKIA X2-00 ,860
联想i61, Lenovo i61 ,880
朵唯爱琴海S760, DOOV S760 ,880
联想i61灵素, Lenovo i61 ,880
联想P85, Lenovo P85  ,880
臻爱N168, ZHENAI  N168 ,880
联想P80+, Lenovo P80+ ,880
三星S5520, SAMSUNG S5520 ,880
万利达K19, Malata K19 ,880
三星S3710, SAMSUNG S3710 ,880
德赛M920, DESAY M920 ,880
欧新S12, HOSIN S12 ,900
金立N68, Gionee N68 ,900
伟恩M520, VIM M520 ,900
欧新I99+, HOSIN I99+ ,900
LG A200,lge LG A200 ,900
OKWAP A316, OKWAP A316 ,900
BFB F7010,  F7010 ,900
联想P50(清爽版), Lenovo P50() ,900
BFB F2060,  F2060 ,900
普莱达D2838, PULID D2838 ,900
IHD 601,601,900
金立N98, Gionee N98 ,900
邦华N23,  N23 ,900
优酷UC550, Ucoo UC550 ,900
BFB F7720,  F7720 ,900
OPPO A129,oppo  A129 ,900
华为U5700, HUAWEI U5700 ,900
港利通B8800, Kong-Profit B8800 ,900
LG C320,lge LG C320 ,900
OPPO A127,oppo  A127 ,900
华为U3300, HUAWEI U3300 ,900
欧新S90, HOSIN S90 ,900
金立V600, Gionee V600 ,900
金立S520, Gionee S520 ,900
艾尔 ET365G,  ET365G ,900
BFB F7100,  F7100 ,900
联想P50, Lenovo P50 ,900
高新奇H25, GXQ H25 ,900
百迪宝BD198, Bdbal BD198 ,900
