x3, 2600, 美晨X3
htcdesire300, 1650, HTC Desire 300(301e)
samsungi9018, 1500, samsungI9018
samsungs6352, 1300, samsungS6352(GALAXY Ace Dear)
samsungs5698, 1500, samsungS5698(GALAXY Xcover移动版)
samsungs6358, 1300, samsungS6358(GALAXY Ace Dear移动版)
samsungi8530, 2000, samsungI8530(GALAXY Beam)
samsungs5368, 1200, samsungS5368
samsungn7005, 2500, samsungN7005(GALAXY Note LTE)
samsungi889, 2500, samsungI889(GALAXY Note电信版)
samsungs7500, 1300, samsungS7500(GALAXY Ace Plus)
samsungs6812i, 1300, samsungS6812i (GALAXY Fame)
samsungs6818v, 1300, samsungS6818V(GALAXY Fame)
samsungi589, 1650, samsungI589(GALAXY Ace DUOS)
samsungi9000, 1500, samsungI9000(Galaxy S 8GB)
samsungi997infuse4g, 1750, samsungI997 Infuse 4G
oppox903, 1500, OPPO X903(find me)
samsungd710, 1650, samsungD710
samsunge120l, 1850, samsungE120L(Galaxy SII HD LTE)
w626, 1530, 飞利浦W626
lenovos899t, 2000, lenovoS899t
lenovophonea360, 1500, lenovo乐phone A360
w732, 2400, 飞利浦W732
lenovophonea700e, 1700, lenovo A700e
lenovophonea580, 1700, lenovo A580
w736, 2400, 飞利浦W736
sharpsh-02e, 2320, sharpSH-02E
w8355, 3000, 飞利浦W8355
w737, 2400, 飞利浦W737
x519, 920, 飞利浦X519
i5, 1500, 奥克斯I5
tclj610, 1800, TCL J610
samsunggalaxynoteiin7102i, 3100, samsungGALAXY Note II N7102i (联通版双卡版)
meizumx264gb, 1800, meizuMX2 64GB
htcdesire5088, 1860, HTC Desire 5088
d900, 1500, 朵唯D900
i1314, 1500, 朵唯i1314
h5018, 1400, 长虹H5018
z1, 3000, 长虹Z1
htcdesire600, 1860, HTC Desire 600
k-touchkis1, 2000, k-touchKis 1
vivos6t, 1880, vivo S6T
samsunggalaxytrend2duos, 1500, samsungGALAXY Trend 2 Duos
alpsg3, 2100, alpsG3
lenovoa790e, 1500, lenovoA790e
geakmars, 3200, 盛大GEAK Mars
zteu960s, 1400, zteU960s
lgnexus4, 2100, LG Nexus 4(白色)
zteu880e, 1650, zteU880E
zten970, 1600, zteN970
zten880e, 1650, zteN880E
ztev889m, 1650, zteV889M
ztev985, 1800, zteV985(Grand Era)
zten880f, 1600, zteN880F
thlw7, 2300, ThL W7
ztegrandmemo, 3200, zteGrand Memo(移动版16GB)
v5t, 2400, 凡尔纳V5T
gioneegn181, 3000, gioneeGN181
gioneee6, 2000, gioneeE6(联通版)
gioneegn330, 2000, gioneeGN330
gioneegn136, 1500, gioneeGN136
gioneegn868h, 1600, gioneeGN868H
gioneegn700t, 1800, gioneeGN700T
lgf120k, 1700, LG F120K(Optimus LTE Tag)
zten880s, 1250, zteN880S
v9, 2000, 长虹V9
thlt1, 1500, ThL T1
lenovophones680, 1760, lenovo S680
k-touchw710, 2150, k-touchW710
lgoptimusl5iie460, 1700, LG Optimus L5 II E460
meizum9, 1370, meizuM9(8G)
htcwildfires, 1230, HTC Wildfire S(G13)
v8, 1500, 长虹V8
z1s, 3000, 长虹Z1S
htcdesirehd, 1230, HTC Desire HD(G10)
lenovophonep70, 2000, lenovo P70
ievad5, 1450, 朵唯iEva D5
k-touchs757, 2000, k-touchS757
k-touchw806+, 1800, k-touchW806+
139w1, 2000, 139易 大易W1
samsungs7275, 1800, samsungS7275(GALAXY Ace 3)
lenovoa780, 1500, lenovoA780
gioneegn777e, 2000, gioneeGN777E
lenovophones686, 1760, lenovo S686
w536, 1630, 飞利浦W536
samsunggalaxys4, 2600, samsungGALAXY S4(64GB)
w1, 4050, 奥克斯W1
lenovoa60, 1500, lenovoA60
oppot703, 1500, OPPO T703
huaweiu8661, 1250, huaweiU8661
sonyxperiasxmt28i, 1500, sonyXperia SX MT28i
tcls800, 1800, TCL S800
huaweiy210, 1700, huaweiY210(8685D)
huaweiascendmate, 4050, huaweiAscend mate 低配版
zteu970, 1600, zteU970
lenovophonea710e, 1500, lenovo A710e
huaweig309tpro, 1500, huaweiG309T Pro( T8830 Pro )
zteu880f, 1650, zteU880F
j3, 3000, 云狐J3
ztevital, 2500, zteVital
k2, 3000, 纽曼锋芒K2(32GB)
vegalte-a, 3100, 泛泰Vega LTE-A
padfone, 1520, 华硕PadFone
htcevo3d, 1730, HTC EVO 3D(G17)
vivoe1t, 1220, vivo E1t
zteu960d, 1600, zteU960D
samsungi8260, 1800, samsungI8260(GALAXY Core)
xiaomim1-onec1, 1930, xiaomiM1-ONE C1(电信版)
gioneegn108, 1500, gioneeGN108
max, 2000, 酷比MAX
huaweic8810, 1400, huaweiC8810(Ascend G300C)
huaweic8650+, 1250, huaweiC8650+
huaweiu8818, 1350, huaweiU8818(Ascend G300)
huaweiu9510e, 2600, huaweiU9510E(Ascend D1 四核 XL)
huaweiascendp1xl, 2600, huaweiAscend P1 XL(U9200E)
huaweiu9500, 1800, huaweiU9500(Ascend D1)
huaweiascendmate, 4050, huaweiAscend mate(移动版)
n2, 2500, 纽曼N2战斗版
motorolaxt300, 1130, motorolaXT300
m35, 1350, 纽曼M35
ievad7, 1300, 朵唯iEva D7
a820l, 1830, 泛泰A820L
lenovophonea690, 1500, lenovo A690
meizumx2, 1800, meizuMX2(联通版)
vivos9t, 2000, vivo S9t
huaweiascendp3, 2000, huaweiAscend P3
thlw74g, 2300, ThL W7四核版4G
v936, 2000, 奥克斯V936
huaweiu8951, 1700, huaweiU8951(G510联通版)
zteu805, 1200, zteU805
konkav920, 1650, konkaV920
gioneegn100, 1280, gioneeGN100
xiaomi1s, 1930, xiaomi手机1S青春版
samsungt959, 1500, samsungT959(Galaxy S)
w632, 2100, 飞利浦W632
huaweiy210s, 1700, huaweiY210S
n91, 1680, 酷比N91
samsungs7270, 1500, samsungS7270(GALAXY Ace 3)
konkav917, 1500, konkaV917
m601, 1500, 中国移动M601
coolpad8810, 1300, coolpad8810
coolpadw706, 1300, coolpadW706
coolpad7019, 1500, coolpad7019
coolpad5860+, 1500, coolpad5860+
coolpad7728, 1600, coolpad7728
coolpad5880, 1500, coolpad5880
coolpadd539, 2500, coolpadD539
coolpad5832, 1700, coolpad5832
coolpad8710, 1700, coolpad8710
coolpad90w, 1800, coolpad 炫影90W(7290)
coolpad5230, 1400, coolpad5230
coolpad5213, 1500, coolpad5213
coolpad5210a, 1300, coolpad5210A
gioneec600, 1450, gioneeC600
ievad3, 1500, 朵唯iEva D3
coolpad5870, 1400, coolpad5870
ievad210t, 1500, 朵唯iEva D210T
lenovophonea586, 1700, lenovo A586
ztev790, 1200, zteV790
v999, 3000, 奥克斯V999
k7, 1600, 欧恩K7四核
gioneee5, 2000, gioneeE5(移动版)
gioneegn160t, 2500, gioneeGN160T
e600t, 1300, 夏新E600T
k-touchw719, 1420, k-touchW719
k-touchu9, 1760, k-touchU9
k-touchu8, 1800, k-touchU8 蜂景
k-toucht760, 1500, k-touchT760
k-touchw760, 1420, k-touchW760
k-touche616, 1600, k-touchE616
k-touchv5touch, 2800, k-touchV5 大黄蜂Touch
a860w, 2800, 夏新A860w(大V骑士版)
k-touchw655, 1400, k-touchW655
tclp606, 1800, TCL P606
tcls850, 1820, TCL S850
tclp600, 1800, TCL P600
m2s, 1500, 青橙M2S
m3, 2000, 青橙M3
htct327w, 1650, HTC T327w
htca310e, 1230, HTC 达人A310e
i8, 1600, 万利达I8
samsungi9000, 1500, samsungI9000(Galaxy S 16GB)
meizum9re, 1370, meizuM9 RE(8G)
ztev880+, 1250, zteV880+(Blade II)
w635, 1630, 飞利浦W635
ztev889d, 1650, zteV889D
t500, 1450, 酷比T500(大S)
thlw7, 2300, ThL W7四核版(8GB)
i93, 2100, 酷比i93
ztegrandmemo, 3200, zteGrand Memo(移动版8GB)
lgoptimusgj, 2210, LG Optimus GJ
geakeye, 2000, 盛大GEAK Eye
v926d, 1500, 奥克斯V926D
gioneegn380, 1550, gioneeGN380
coolpad8022, 1500, coolpad8022
huaweic8812+, 1500, huaweiC8812+
motoroladroidmaxx, 3500, motorolaDROID MAXX
k-toucht81, 1800, k-touchT81
100as, 1900, 百分之百100AS
sugarss129, 2350, SUGAR SS129(32GB璀璨版)
konkav926, 1500, konkaV926
s803, 1500, 七喜S803
s801, 1500, 七喜S801
h715, 2500, 七喜H715
hisenseu8, 1630, hisenseU8
hisenset950, 1900, hisenseT950
hisenseu930, 1630, hisenseU930
hisenseu950, 1900, hisenseU950
hisenseeg950, 1900, hisenseEG950
hisensee912, 1300, hisenseE912
hisenset92, 1630, hisenseT92
hisenset96, 1630, hisenseT96
hisensee956q, 1700, hisenseE956Q
hisenset9, 2000, hisenseT9
w718, 2000, 海尔W718
motorolaxt885, 1750, motorolaXT885(RAZR V)
motoroladroidrazrhd, 2500, motorolaDROID RAZR HD
motorolame632, 1390, motorolaME632(Pro+)
motoroladroid4, 1785, motorolaDroid 4(Milestone 4)
motoroladroidhd, 1735, motorolaDROID HD(ME865)
motorolaatrix2, 1735, motorolaAtrix 2(ME865)
motoroladefyxt535, 1650, motorolaDefy XT535
motorolaxt760, 1650, motorolaXT760
motorolaxt536, 1650, motorolaXT536
motorolaxt862, 1500, motorolaXT862(Droid 3)
motorolaxt800+, 1390, motorolaXT800+
motorolaatrix4g, 1880, motorolaAtrix 4G(ME860)
motorolamb855, 1650, motorolaMB855(Photon 4G)
motorolamt870, 1880, motorolaMT870
w6350, 1630, 飞利浦W6350
htconexl, 1800, HTC One XL
alpsg2s, 2200, alpsG2s
motorolaxt316, 1390, motorolaXT316
huaweit8100, 1200, huaweiT8100
htcsensationxl, 1600, HTC Sensation XL(G21)
zten855d, 1650, zteN855D
v8, 2000, 欧恩V8子弹头
tcly710, 2500, TCL Y710
w850, 2000, 海尔W850
motoroladefy, 1500, motorolaDefy(ME525)
huaweic8850, 1400, huaweiC8850(Vision 远见电信版)
s306, 1350, 酷比S306(小S)
k1, 2500, 纽曼K1
thlt2, 1250, ThL T2
t539, 1630, 飞利浦T539
hisenset958, 1700, hisenseT958
htcx710eraider4g, 1620, HTC X710e Raider 4G(G19)
bambooks1, 1930, 盛大Bambook S1(16GB)
n1, 1700, 纽曼N1
zteu960s2, 1400, zteU960s2
w7376, 2400, 飞利浦W7376
coolpad8295m, 2000, coolpad8295M
coolpad8079, 1500, coolpad8079
oppor811w, 1520, OPPO R811W
motorolaxt912, 1780, motorolaXT912(Droid RAZR)
coolpad5860, 1700, coolpad5860
coolpad7990, 1800, coolpad7990
k9, 1600, 中恒K9
htcjbutterfly, 1810, HTC J Butterfly
hisenset909, 1630, hisenseT909
sonyxperiam, 1750, sonyXperia M
lenovoa365e, 1500, lenovoA365e
motorolamotox, 2200, motorolaMOTO X 谷歌版
d1, 1500, 爱国者D1
t550, 1500, 酷比T550
huaweic8826d, 1930, huaweiC8826D(G500C)
i90, 1680, 酷比i90
tclj320t, 1500, TCL J320T
i92, 3000, 酷比i92
tclj620, 2000, TCL J620
tcls300t, 1400, TCL S300T
zteskatev960, 1400, zteskate V960
gioneegn109, 1300, gioneeGN109
xiaomi1s, 1930, xiaomi手机1S(M1S)
tcls600, 1500, TCL S600
ztev970grandx, 1650, zteV970 Grand X
hisenseeg906, 1850, hisenseEG906
konkae5680, 1650, konkaE5680
h706, 1850, 七喜H706
gioneec800, 1800, gioneeC800
tcly900, 2500, TCL Y900
hisenseu958, 1700, hisenseU958
zteu790, 1200, zteU790
i710, 1500, 海尔I710
lenovoa750e, 2000, lenovoA750e
t5001, 1500, 奥克斯T5001
coolpad8150s, 1500, coolpad8150S
v9, 2600, 欧恩V9四核画王
sx30+, 1600, 中恒SX30+
sharpsh630e, 1600, sharpSH630E
samsungi569, 1350, samsungI569
samsungb5330, 1200, samsungB5330(Galaxy Chat)
samsungi659, 1500, samsungI659
samsungs5660, 1350, samsungS5660(GALAXY Gio)
samsungs5570, 1200, samsungS5570(Galaxy Mini)
samsungs6102, 1300, samsungS6102(Galaxy Y Duos)
samsungs6102e, 1300, samsungS6102E
samsungs5300galaxypocket, 1200, samsungS5300 Galaxy Pocket
samsungi339, 1200, samsungI339
samsungi509, 1200, samsungI509(GALAXY Y)
samsungs5360, 1200, samsungS5360(GALAXY Y)
samsungs7508, 1300, samsungS7508(Galaxy Ace Plus)
samsungs5690, 1500, samsungS5690(GALAXY Xcover)
samsungs5670, 1350, samsungS5670(Galaxy  Fit)
samsungi8730galaxyexpress, 2000, samsungI8730 GALAXY Express
motorolaxt800w, 1390, motorolaXT800w
samsungm100s, 1500, samsungM100S(Galaxy Apollo)
htcdream, 1150, HTC Dream(G1)
samsungi7500, 1500, samsungI7500
htchero, 1500, HTC Hero(G3)
motorolamorrison, 1420, motorolaMorrison(MB200)
samsungi5700, 1500, samsungI5700(Galaxy Spica)
lggw620, 1500, LG GW620
htcdroideris, 1300, HTC Droid Eris
motorolaxt610droidpro, 1420, motorolaXT610 Droid Pro
samsungm130lgalaxyu, 1500, samsungM130L Galaxy U
motorolaquenchxt5, 1270, motorolaQuench XT5
htcmytouch3gslide, 1300, HTC MyTouch 3G Slide
samsungt959v, 1500, samsungT959V
motorolabravo, 1540, motorolaBravo
a6188w, 1340, 多普达A6188W
ihkcreepad, 3240, iHKC reepad
htcdroidincredible, 1300, HTC  Droid Incredible
motorolaxt720, 1420, motorolaXT720
samsungi5500, 1200, samsungI5500(Galaxy 5)
zter750, 1500, zteR750
a10, 1500, 华硕A10
hydro, 1500, 京瓷Hydro
rise, 1500, 京瓷Rise
sonyericssonsk19i, 1200, sonyericssonSK19i
motorolapax, 1860, motorolaPax
samsungi9101, 1650, samsungi9101(GALAXY SII)
samsungreplenishm580, 1160, samsungReplenish M580
lgphoenix, 1500, LG Phoenix
samsunggalaxyneo, 1500, samsungGalaxy Neo(M220L)
htcmerge, 1300, HTC Merge
dellflash, 1300, dellFlash
betouche120, 1500, 宏碁beTouch E120
betouche400, 1090, 宏碁beTouch E400
a60, 1230, 首派A60(16GB)
samsungi6500u, 1500, samsungI6500U
samsungtransform, 1500, samsungTransform
sharp003sh, 1390, sharp003SH
lgoptimusm, 1500, LG Optimus M
ztestyles, 1350, zteStyle S
zteu810, 1280, zteU810
lgp610s, 1280, LG P610s
sonyericssonxperiaduo, 2500, sonyericssonXperia Duo
samsungsch-i405, 1800, samsungSCH-i405(Stratosphere)
samsunggalaxympro, 1350, samsungGALAXY M Pro
samsunggalaxyprecedent, 1500, samsungGalaxy Precedent(M828C)
gphone, 1500, 技嘉GPhone
betouche210, 1300, 宏碁beTouch E210
betouche140, 1300, 宏碁beTouch E140
a8, 1020, 爱国者A8
viewpad4, 1400, 优派ViewPad4
ot-910, 1300, 阿尔卡特OT-910
samsunggalaxyprob7510, 1350, samsungGalaxy Pro B7510
lgoptimusbig, 1500, LG Optimus Big
htchd7s, 1230, HTC HD7S(T9295)
samsungi9188, 1650, samsungI9188
motorolazn4, 950, motorolaZN4
samsunggalaxyteos, 1500, samsungGalaxy Teos
sonyericssonxperiagx1, 1500, sonyericssonXperia GX1(Candela)
sonyericssons004, 930, sonyericssonS004
samsungsch-i500, 1500, samsungSCH-I500(Fascinate)
htchddual, 1800, HTC HD Dual
motorolatitanium, 1820, motorolaTitanium
motorolamb508, 1170, motorolaMB508(Sage)
motoroladevoura555, 1420, motorolaDevour A555(Calgary)
samsunggalaxyyproduos, 1200, samsungGalaxy Y Pro DUOS
motorolaopusone/i1, 1400, motorolaOpus One/i1
htcbravo, 1400, HTC Bravo
samsungm900, 1440, samsungM900(Moment)
htctide, 1300, HTC Tide
samsunggalaxynaos, 1500, samsungGalaxy Naos
dellsmoke, 1170, dellSmoke
dellaero, 920, dellAero
htcbee, 1300, HTC Bee
motorolagreco, 1270, motorolaGreco(XT3/XT5)
motorolawx445, 1150, motorolaWX445(Citrus)
samsunggalaxyk, 1500, samsungGalaxy K
htcspark, 1300, HTC Spark
htclexicon, 1300, HTC Lexicon(Lexikon)
samsungm920, 1500, samsungM920
lgoptimust, 1500, LG Optimus T
htcgratia, 1200, HTC Gratia(Aria欧版)
samsungi5510, 1200, samsungi5510(Galaxy 551)
samsungr910, 1500, samsungR910
lgapex, 1500, LG Apex
htcs610d, 1400, HTC 纵横 S610d(Merge行货版)
htcdesiresv, 1620, HTC Desire SV
ztet807, 1600, zteT807(Blade C)
huaweiu8500, 1150, huaweiU8500(HiQQ版)
htcthunderbolt4g, 1400, HTC Thunderbolt 4G(霹雳)
a80t, 1600, 首派A80t
liquidmini, 1300, 宏碁 Liquid mini(法拉利定制版)
lgoptimusq2, 1500, LG Optimus Q2
lgesteem, 1500, LG  Esteem
breakout, 1500, 泛泰Breakout
samsungi897, 1500, samsungI897(Captivate)
samsungvibrant4g, 1650, samsungVibrant 4G(Galaxy S 4G)
sonyericssonx10minipro, 930, sonyericssonX10mini Pro(U20i)
samsungi8520beam, 1800, samsungI8520 Beam
hisensee90, 1500, hisenseE90
a60s, 1230, 首派A60s
samsungi5800, 1500, samsungI5800(Galaxy 3)
v808, 1000, 飞利浦V808
htctattoo, 1100, HTC Tattoo(G4)
a6188, 1340, 多普达A6188(Magic)
htchero200, 1350, HTC Hero200
dellthunder, 1400, dellThunder
zten700, 1450, zteN700
samsungi899, 1440, samsungi899
huaweiu8220, 1500, huaweiU8220(Pulse)
hisensee9, 1300, hisenseE9
huaweiu8230, 1500, huaweiU8230
samsungi5801, 1500, samsungI5801(Galaxy 3)
sharpsh-07d, 1520, sharpSH-07D
hisenset80, 1200, hisenseT80
motoroladroid2, 1400, motorolaDroid 2
motorolacliq2, 1420, motorolaCliq 2(Begonia/Alpha)
lgp500, 1500, LG P500(Optimus One)
liquida1, 1350, 宏碁Liquid A1(S100)
betouche110, 1500, 宏碁beTouch E110
liquide, 1350, 宏碁Liquid e
huaweiu8110, 1150, huaweiU8110
huaweiu8100, 1150, huaweiU8100
dellvenue, 1400, dellVenue
dellstreak5opusone, 1530, dellStreak 5(M01M) Opus One
ztex876/raise, 1500, zteX876/Raise
coolpadw711, 1280, coolpadW711
lgoptimusone, 1500, LG Optimus One
samsungi5508, 1200, samsungI5508
motorolaxt301, 1170, motorolaXT301
motorolaxt806lx, 1380, motorolaXT806lx
motoroladroid2global, 1420, motorolaDroid 2 Global
htcvision, 1400, HTC Vision(T-Mobile G2)
tclc993, 1500, TCL C993
ot-990m, 1300, 阿尔卡特OT-990M(奢华版)
ot-891, 1000, 阿尔卡特OT-891
lenovophone, 1500, lenovo(3GC101)
motorolaxt626, 1880, motorolaXT626
htca315c, 1300, HTC 野火A315c
lgp503, 1500, LG P503
htca3380, 1300, HTC野火 A3380
a60, 1230, 首派A60(2GB)
a60, 1230, 首派A60(8GB)
f-10d, 1800, 富士通F-10D
ot-980, 1150, 阿尔卡特OT-980
huaweiu8652, 1400, huaweiU8652(Fusion/Jengu)
zteskaten960, 1400, zteSkate N960
hisensee86, 1300, hisenseE86
betouche130, 1500, 宏碁beTouch E130
s120, 1500, 宏碁S120(Liquid Metal)
coolpade239, 1280, coolpadE239
m18, 1540, 长虹M18
samsunghercules, 1850, samsungHercules(T989)
ztev9, 3400, zteV9
samsungi9020, 1500, samsungI9020(Nexus S)白色版
samsungi9020, 1500, samsungI9020(Nexus S)
sharpsh8118u, 1190, sharpSH8118U（点心）
a6288, 1350, 多普达A6288(Hero)
a3288, 1100, 多普达A3288
a6388, 1300, 多普达A6388(天姿)
a8188, 1500, 多普达A8188(如意)
huaweiu8850, 1400, huawei玉兰花U8850
hisensee910, 1630, hisenseE910
samsungi515, 1850, samsungI515(C网版Galaxy Nexus)
lenovophonea1, 1500, lenovo乐phone A1(乐Phone Mini联通版)
htcexplorer, 1230, HTC Explorer
samsunge110s, 1750, samsungE110S(Celox)
coolpad8811, 1280, coolpad8811
motorolamb300, 1380, motorolaMB300
sonyericssone16i, 1200, sonyericssonE16i(Xperia W8)
motorolaa1260, 1130, motorolaA1260
zten600+, 1000, zteN600+
lgthrill4g, 1500, LG Thrill 4G
htcchacha, 1250, HTC ChaCha(G16)
sonyericssonst15i, 1200, sonyericssonST15i(Xperia mini)
htcstatus, 1250, HTC Status(AT&T定制版)
htca3360, 1300, HTC野火 A3360
motorolame511, 1130, motorolaME511(MB511)
htconexxl, 1800, HTC One XXL
htcdroidincredible2, 1450, HTC Droid Incredible2
s300, 1500, 宏碁S300(Iconia Smart)
motorolaxt603, 1860, motorolaXT603(Admiral)
samsungt759exhibit4g, 1500, samsungT759 Exhibit 4G
ztev882lord, 1500, zteV882 Lord
ztescorem, 1500, zteScore M
zten860, 1250, zteN860
ztestyleq, 1200, zteStyle Q
ztev2, 1100, zteV2
samsungrepp, 1500, samsungRepp
ztemt73, 1100, zteMT73
samsunggalaxysiiwimax, 1850, samsungGalaxy SII WiMAX
lgaxis, 1500, LG Axis
ot-890d, 1000, 阿尔卡特OT-890D
samsungi927, 1650, samsungI927(Galaxy S Glide)
ztewarp, 1600, zteWarp
zteaqua, 1600, zteAqua
htc3dx515m, 1730, HTC 夺目3D X515m(联通版)
htcinspire4g, 1230, HTC Inspire 4G
ztet82, 1900, zteT82(Grand X LTE)
sharpsh8298u, 1180, sharpSH8298U
htcevoshift4g, 1500, HTC Evo Shift 4G(A7373)
sharpsh8158u, 1320, sharpSH8158U
g1310, 1260, 技嘉G1310(GSmart G1310)
g1305, 1100, 技嘉G1305
g1345, 1500, 技嘉G1345
lgp930, 1830, LG P930
sonyericssonst17i, 1200, sonyericssonST17i(Xperia active)
motoroladroidx2, 1540, motorolaDroid X2
htca8180, 1400, HTC A8180(渴望,G7行货版)
htcmytouch4g, 1400, HTC MyTouch 4G(S910m)
huaweiascend2, 3000, huaweiAscend2
coolpadd530, 1280, coolpadD530
sharpsh837u, 1900, sharpSH837U
lgoptimusregard, 1700, LG Optimus Regard
lgoptimustruehdlte, 1830, LG Optimus True HD LTE
samsungb5510, 1200, samsungB5510(GALAXY Y PRO)
htc3dx515d, 1730, HTC 夺目3D X515d(电信版)
htca6390, 1300, HTC A6390
htcc510e, 1520, HTC微客 C510e
htca9188, 1400, HTC A9188(天玺)
htcs, 1450, HTC 渴望S(S510e)
htcevo3d, 1730, HTC EVO 3D(GSM版)
htcsalsa, 1520, HTC Salsa(G15)
huaweiideosx6, 1400, huaweiIdeos X6(U9000)
coolpad5010, 1400, coolpad5010
htcs728e, 2100, HTC S728e(One X+)
lenovoa30t, 1130, lenovoA30t
lgoptimus2x, 1500, LG Optimus 2X
lgoptimus3d, 1500, LG Optimus 3D(P920)
lgp999, 1500, LG P999(Optimus G2x,T版 Optimus 2x)
lgoptimus3dmax, 1520, LG Optimus 3D MAX(P725)
lgmarquee, 1500, LG Marquee
lgp990, 1500, LG P990(star) 白色版
ztex500solar, 1500, zteX500 Solar
ztev760, 1500, zteV760
lenovophones2, 1500, lenovo乐phone S2(移动版)
sharpsh7228u, 960, sharpSH7228U
k-touchw606, 1500, k-touchW606
n90, 1630, 夏新N90
sharpsh320t, 1250, sharpSH320T
n310, 1300, 夏新N310
konka5560s, 1100, konka5560S
lglucid4g, 1700, LG Lucid 4G(Cayman)
samsungi910032gb, 1650, samsungI9100(Galaxy SII)32GB
samsungi415, 1800, samsungI415(Stratosphere II)
d20, 1760, 中恒D20
hisenseeg960, 2000, hisenseEG960
lenovophones760, 1760, lenovo S760
motorolaxt865, 1750, motorolaXT865(Droid Bionic)
motorolame502, 1130, motorolaME502(charm)
motorolaxt881electrify2, 1780, motorolaXT881 Electrify 2
samsungi727, 1850, samsungI727 (Galaxy SII Skyrocket)
htcx, 1650, HTC 新渴望X(Desire X T328e)
lgp930, 1830, LG P930(Nitro HD,AT&T版Optimus 4G LTE)
huaweiu8500, 1150, huaweiU8500
sharpsh7218u, 960, sharpSH7218U
onetouchstar, 1500, 阿尔卡特One Touch Star
samsungm340s, 1350, samsungM340S(Galaxy M)
samsungi847, 1650, samsungI847(Rugby Smart)
v430, 1200, 优派V430
ztepf112, 1650, ztePF112
htcevoone, 2650, HTC EVO One
huaweiu8832d, 2000, huaweiU8832D
ztev6500, 1400, zteV6500
lgls860, 1700, LG LS860(Cayenne)
lgus730, 1700, LG US730(Splendor)
htczeta, 1830, HTC Zeta
coolpad8809, 1450, coolpad8809
samsungs5578, 1200, samsungS5578
lgspirit4g, 2150, LG Spirit 4G
htcvivid, 1620, HTC Vivid
sharp102sh, 1520, sharp102SH
sharp104sh, 1520, sharp104SH
arrowsz, 1460, 富士通Arrows Z(ISW11F)
f-12c, 1460, 富士通F-12C
motorolaelectrify, 1700, motorolaElectrify(Photon 4G定制版)
f-07d, 1400, 富士通F-07D
sharpsh-01d, 1520, sharpSH-01D
sharp007shkt, 1433, sharp007SH KT
onetouchsnap, 1800, 阿尔卡特One Touch Snap
onetouchsnaplte, 2200, 阿尔卡特One Touch Snap LTE
ztefashiontv, 1250, zteFashionTV
sharpis14sh, 1030, sharpIS14SH
arrowsesis12f, 1400, 富士通Arrows ES IS12F
t72, 1450, 夏新T72
burst, 1650, 泛泰Burst
n79+, 1450, 夏新N79+
sharpsh-06d, 1520, sharpSH-06D
xiaomim1, 1930, xiaomiM1(联通版)
lenovophone, 1500, lenovo(3GW100)
lenovophonea1, 1500, lenovo乐phone A1(乐Phone Mini)
sharpsh-01e, 1660, sharpSH-01E
htconesv, 1800, HTC One SV
g1350, 1750, 技嘉G1350
gioneegn215, 1550, gioneeGN215
lgoptimus3dcubesu870, 1520, LG Optimus 3D Cube SU870
arrowsxlte, 1400, 富士通Arrows X LTE
htcdroidincredible4glte, 1700, HTC Droid Incredible 4G LTE
htcones, 1650, HTC One S特别版
lenovoa68e, 1300, lenovoA68e
motorolaxt711, 1390, motorolaXT711
onetouchscribeeasy, 2500, 阿尔卡特One Touch Scribe Easy
sonyericssonsk17i, 1200, sonyericssonSK17i (Xperia mini pro)
samsungi777, 1650, samsungi777
coolpadn930, 1300, coolpadN930
sonyxperiae, 1500, sonyXperia E
zteflash, 1780, zteFlash
htconex+, 1800, HTC One X+
ztep945, 3000, zteP945
googlenexuss, 1500, googleNexus S
googlenexusprime, 2000, googleNexus Prime(Galaxy Nexus)
lgoptimuslte2, 2150, LG Optimus LTE 2(VS930)
ztegrandxin, 1650, zteGrand X IN
ztebladeiii, 1600, zteBlade III
meizumx16gbre, 1700, meizuMX新双核16GB RE版
meizumx, 1700, meizuMX四核(32G RE)
gioneegbw870a, 3000, gioneeGBW870A
htcdesires, 1450, HTC Desire S(G12)
samsungi9210, 1850, samsungI9210(Galaxy SII LTE)
sharpsh-09d, 1900, sharpSH-09D
ztev983, 2000, zteV983
ztev807, 1600, zteV807(Blade C)
gioneecbt1805, 1800, gioneeCBT1805
lgoptimuswhite, 1500, LG Optimus White(P970)
hisenseu909, 1630, hisenseU909
lenovoa390e, 1300, lenovoA390e
opporealr803, 1400, OPPO Real R803
huaweiascendg526, 1950, huaweiAscend G526
n80w, 1200, 海尔N80W
dellmini5, 1530, dellmini 5(Streak)
lgvs920, 1500, LG VS920
lenovophones1, 1500, lenovo S1
lggt540, 1500, LG GT540
sonyxperiatipodualst21i, 1500, sonyXperia tipo dual ST21i
sonyxperiamirost23i, 1500, sonyXperia miro ST23i
sonyxperiatipost21i, 1500, sonyXperia tipo ST21i
ztev880g, 2000, zteV880G(Blade G)
htclegend, 1300, HTC Legend(G6)
lgoptimusf7, 2540, LG Optimus F7
sonyericssonlt15i, 1500, sonyericssonLT15i(Xperia Arc  X12)
vegalte, 1830, 泛泰Vega LTE
sharp106sh, 1900, sharp106SH
motorolaelectrifym, 2000, motorolaElectrify M
sonyxperiaedual, 1500, sonyXperia E dual
sharpsh-04e, 2000, sharpSH-04E
motorolarazrd1, 1785, motorolaRAZR D1
huaweipremia4g, 1650, huaweiPremia 4G
htct326hdesirep, 1620, HTC T326h Desire P
