alps-zp900,		alps  g4  ,					1850,		0.000000
alps-zte u819,		alps  t1 ,					1050,		0.583333
alps-zte u956,		alps  g4  ,					1850,		0.000000
alps-aomor i8,		alps  g4  ,					1850,		0.000000
alps-cayon q1,		alps  t1 ,					1050,		0.666667
alps-chuangyi,		alps  g4  ,					1850,		0.000000
alps-crave s5a,		alps  g4  ,					1850,		0.000000
alps-e1808_v75_jbl1,		alps  t1 ,					1050,		0.566667
alps-e1815_lbx1,		alps  t1 ,					1050,		0.566667
alps-e1901_v77_gq2008,		alps  t1 ,					1050,		0.566667
alps-e1901_v77_jbl1_9p017,		alps  t1 ,					1050,		0.566667
alps-e1911_v77_gq2000_ov5647,		alps  t1 ,					1050,		0.566667
alps-eidolon15_nand_gb2,		alps  t1 ,					1050,		0.583333
alps-epade a360s,		alps  g3  ,					2750,		0.566667
alps-epade a7,		alps  g4  ,					1850,		0.000000
alps-epade v05,		alps  g4  ,					1850,		0.000000
alps-fulinpengda,		alps  g4  ,					1850,		0.000000
alps-hexing15_6626_gb2,		alps  g1 ,					1350,		0.833333
alps-i 6,		alps  g4  ,					1850,		0.000000
alps-i9,		alps  g4  ,					1850,		0.000000
alps-i90,		alps  g4  ,					1850,		0.000000
alps-i9220,		alps  g2 ,					2050,		0.566667
alps-i9500,		alps  g4  ,					1850,		0.000000
alps-iphone 4s,		alps  g4  ,					1850,		0.666667
alps-iphone5,		alps  g4  ,					1850,		0.000000
alps-iphone_4s,		alps  g4  ,					1850,		0.666667
alps-itouch-t3,		alps  g3  ,					2750,		0.611111
alps-imatch i26,		alps  g2 ,					2050,		0.611111
alps-intki e96,		alps  g4  ,					1850,		0.000000
alps-intkie93,		alps  g4  ,					1850,		0.000000
alps-iphone 5,		alps  g4  ,					1850,		0.000000
alps-iphone,		alps  g4  ,					1850,		0.000000
alps-jinhuacheng,		alps  g4  ,					1850,		0.000000
alps-kliton i30,		alps  g3  ,					2750,		0.611111
alps-magcomm77_cu_ics2,		alps  g4  ,					1850,		0.000000
alps-magcomm89_ics2,		alps  g4  ,					1850,		0.000000
alps-n920,		alps  g2 ,					2050,		0.583333
alps-newish v158,		alps  t1 ,					1050,		0.583333
alps-shiyu,		alps  g4  ,					1850,		0.000000
alps-signal75_gb2,		alps  g4  ,					1850,		0.000000
alps-signal75_ics,		alps  g4  ,					1850,		0.000000
alps-simdo_d96,		alps  g4  ,					1850,		0.000000
alps-uphone,		alps  g4  ,					1850,		0.000000
alps-v89_gq2008s,		alps  g4  ,					1850,		0.000000
alps-v89_zlh_hd,		alps  g4  ,					1850,		0.000000
alps-vanzo77_ics2,		alps  g4  ,					1850,		0.000000
alps-xiaomi2,		alps  g2 ,					2050,		0.611111
alps-↗卟散唯爱baby?,		alps  g4  ,					1850,		0.000000
alps-大显 x920,		alps  x1 ,					2400,		0.625000
alps-大显16,		alps  t1 ,					1050,		0.666667
alps-小宇宙 ×1,		alps  g4  ,					1850,		0.000000
alps-联想a830,		alps  g3  ,					2750,		0.583333
amoi-amoi a860w,		 amoi a860w v ,					2800,		1.000000
amoi-amoi e700c,		 amoi e600t ,					1300,		0.760000
amoi-amoi m8228,		 amoi n828 v ,					2050,		0.783333
amoi-amoi n807,		 amoi n806 ,					1500,		0.883333
amoi-amoi n808,		 amoi n88 ,					600,		0.933333
amoi-amoi n809,		 amoi n890 v ,					2100,		0.933333
amoi-amoi n816,		 amoi n816(v) ,					1500,		1.000000
amoi-amoi n820,		 amoi n820(v) ,					2050,		1.000000
amoi-amoi n821,		 amoi v n821 ,					2050,		1.000000
amoi-amoi n828,		 amoi n828 v ,					2050,		1.000000
amoi-amoi n89,		 amoi n89 ,					1500,		1.000000
amoi-amoi n890,		 amoi n890 v ,					2100,		1.000000
amoi-amoi_n89,		 amoi n89 ,					1500,		1.000000
amoi-lenovo a830,		 amoi a860w v ,					2800,		0.826667
amoi-n828_r&a-7yu_20130409_http://rom.7zi.cn,		 amoi n828 v ,					2050,		1.000000
apple-iphone 5,		 apple iphone 5s  32gb ,					1440,		0.850000
archos-archos 80 cobalt,		 archos 50 platinum ,					2000,		0.666667
archos-archos 97 carbon,		 archos 35 carbon ,					1300,		0.000000
archos-archos 53 platinum,		 archos 53 platinum ,					2800,		1.000000
as-t103,		 asus t10 ,					1270,		0.941667
as-v13,		k-touch  treasure v8 ii ,					1820,		0.650000
asus-asus a80,		 asus padfone infinity a80 64gb ,					2400,		1.000000
asus-asus t20,		 asus t20 ,					1500,		1.000000
asus-asus transformer pad tf300t,		 asus t10 ,					1270,		0.720000
asus-asus transformer pad tf700t,		 asus t10 ,					1270,		0.720000
asus-me171,		 asus t10 ,					1270,		0.511111
